"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","Pass Yds (O)","Pass TD (O)","Int (O)","Rush Att (O)","Rush Yds (O)","Rush TD (O)","Targets (O)","Rec (O)","Rec Yds (O)","Rec TD (O)","Ret TD (O)","2-PT (O)","Fum Lost (O)","Fum Ret TD (O)","FG 0-19 (K)","FG 20-29 (K)","FG 30-39 (K)","FG 40-49 (K)","FG 50+ (K)","PAT Made (K)","Pts Allow (DT)","Sack (DT)","Int (DT)","Fum Rec (DT)","TD (DT)","Safe (DT)","Blk Kick (DT)","Ret TD (DT)","XPR (DT)","Pts Allow 0 (DT)","Pts Allow 1-6 (DT)","Pts Allow 7-13 (DT)","Pts Allow 14-20 (DT)","Pts Allow 21-27 (DT)","Pts Allow 28-34 (DT)","Pts Allow 35+ (DT)","Image"
"406.p.25768","1970","David","Lavonte","TB","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/QqryT1zy0qxQgbl4iVL9EQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/25768.png"
"406.p.25757","1971","Wagner","Bobby","LAR","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Kozl_Sk2HVeLhOKojykLIg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10052020/25757.png"
"406.p.26979","1972","Tinker","Carson","LAR","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/4J8FAI4Js.mTCAGbnZN4jw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09162021/26979.png"
"406.p.24006","1973","Hughes","Jerry","Hou","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/86HZKIZjcNJItiw5phTKWg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09272021/24006.png"
"406.p.24798","1974","Watt","J.J.","Ari","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/f9RIGglj9ibJ2YY5obgj3Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08042021/24798.png"
"406.p.24794","1975","Smith","Aldon","Sea","NotAvailable","NA","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/kFlhFzhm.cb1YfRZinlZgQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/24794.png"
"406.p.24792","1976","Peterson","Patrick","Min","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ts16jlNTGbtiW3u0UmNv2Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/24792.png"
"406.p.24789","1977","Miller","Von","Buf","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/6kmWL2FcOyQTo0TWJ.cxwA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102022/24789.png"
"406.p.24759","1978","Sendejo","Andrew","Ind","NotAvailable","NA","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/KNw4JoN0bQsS8t1iknWKAg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082020/24759.png"
"406.p.24677","1979","Levine Sr.","Anthony","Bal","NotAvailable","NA","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/atPJzvG.cwOf9_V7NS70LA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/24677.png"
"406.p.24098","1980","Woods","Al","Sea","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/mk8g.xgDEeM8uTCY5UZCHw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09152021/24098.png"
"406.p.24075","1981","Griffen","Everson","Min","NotAvailable","NA","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/anUlqxS0L5_9ZMs0EQbIcg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09102021/24075.png"
"406.p.24058","1982","Peters","Corey","Ari","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/cJwbcIuEYr6uK7g2h4xn7Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/24058.png"
"406.p.24029","1983","Dunlap II","Carlos","KC","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/5qmT9Is0zQBn4UA1LLuJcw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01202022/24029.png"
"406.p.24021","1984","Joseph","Linval","LAC","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/OvPw0LoqpTXwyQUhSUyTyA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/24021.png"
"406.p.24007","1985","Robinson","Patrick","NO","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/b0az9Epexf4QotZnZegL.w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122021/24007.png"
"406.p.24002","1986","McCourty","Devin","NE","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/tyF7huV_2cD.2cFZ5JIlWA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12212021/24002.png"
"406.p.24803","1987","Kerrigan","Ryan","Phi","NotAvailable","NA","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/7c9dxKNzhxO_36w7Y4ipiw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08162021/24803.png"
"406.p.23995","1988","Jackson","Kareem","Den","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/tgoXu2xodgk7R2mokO.tNA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09282021/23995.png"
"406.p.23990","1989","Pierre-Paul","Jason","TB","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Oz2bKWA1u82lYXbL_buXtg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/23990.png"
"406.p.23988","1990","Graham","Brandon","Phi","Questionable","Q - Achilles","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/j9LZRa1PQ4JZBcSuiNZijw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01192022/23988.png"
"406.p.23985","1991","Alualu","Tyson","Pit","Questionable","Q - Ankle","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Nb48ViGrYvJsSCCAlAjuhw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01202022/23985.png"
"406.p.23982","1992","Haden","Joe","Pit","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/WmnOLyz30_CEeD29Mjkkuw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082020/23982.png"
"406.p.23978","1993","McCoy","Gerald","LV","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jPdP9VT_IWhcQ.24vjWThA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09102021/23978.png"
"406.p.23977","1994","Suh","Ndamukong","TB","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/OOz45BX_DMGyPnv_yE.bJg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10042021/23977.png"
"406.p.9803","1995","Overton","Matt","LAC","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ZTBIlNJczps_zxYgdyud7g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092021/9803.png"
"406.p.9673","1996","McLendon","Steve","TB","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/UwWEZFkBvqKJyNVTmmeTqw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10042021/9673.png"
"406.p.9467","1997","McCourty","Jason","Mia","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/lkbm54wH1MIMwG3EkP.Vog--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/9467.png"
"406.p.9278","1998","Jenkins","Malcolm","NO","NotAvailable","NA","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/6L6bPKOG0YGho9AaSLEioQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12312021/9278.png"
"406.p.8827","1999","Campbell","Calais","Bal","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/o_jYqQPYYyFGafmiC6Sz2w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09042021/8827.png"
"406.p.24801","2000","Quinn","Robert","Chi","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/u4y.grUtoSzNSxXzmr._Bg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09242021/24801.png"
"406.p.24806","2001","Amukamara","Prince","NO","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/HLz2rC9BPMEqtn5p7t_k1A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/24806.png"
"406.p.25756","2002","Kendricks","Mychal","SF","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/_LnEZplMAmdhyCJIaoMnEw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102019/25756.png"
"406.p.25549","2003","McQuaide","Jake","Dal","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/CscBY3HeTFOMv5OTUEMtDg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09292021/25549.png"
"406.p.25749","2004","Jenkins","Janoris","Ten","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/5NegL7uZ1MuDSz37BU8.0w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082021/25749.png"
"406.p.25746","2005","Wolfe","Derek","Bal","NotAvailable","NA - Hip - Labrum","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/35ycCCyHNHP083AQUuXAog--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09042021/25746.png"
"406.p.25739","2006","Smith","Harrison","Min","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/IGbTOM6sSy6CamVESy_wPA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12142021/25739.png"
"406.p.25736","2007","Mercilus","Whitney","GB","NotAvailable","NA","LB,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/V1Oc6WX.gSF2gg7m59z0hA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10132020/25736.png"
"406.p.25735","2008","Hightower","Dont'a","NE","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/tGYcTNDPnBlBr5qdF19OXw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12212021/25735.png"
"406.p.25731","2009","Jones","Chandler","LV","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/UVwKZ8wThi6NS7LG8hrhpA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09202021/25731.png"
"406.p.25728","2010","Ingram III","Melvin","Mia","Available","","LB,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/JHIOVxWnAnyHzApz86Qoeg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10132020/25728.png"
"406.p.25727","2011","Kirkpatrick","Dre","SF","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/V6NpLxpbjBdoZOnvrftjZQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10132020/25727.png"
"406.p.25725","2012","Irvin","Bruce","Chi","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/SXgDq2V2NEd3X4rqrb24jA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/25725.png"
"406.p.25724","2013","Brockers","Michael","Det","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/0Ft74ZZBZbupNcy9fHTw.Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/25724.png"
"406.p.25722","2014","Cox","Fletcher","Phi","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/J0.7Bn8AU.X0xarLiS_r4g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01192022/25722.png"
"406.p.25720","2015","Gilmore","Stephon","Ind","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/86M.Fb11al3ZXIa5RI4VWQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12212021/25720.png"
"406.p.25358","2016","Bynes","Josh","Bal","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/hlzLjLWGX7iMXbz5W1P3MQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10212020/25358.png"
"406.p.24811","2017","Jordan","Cameron","NO","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vikVIhrPKD5fTT7x55wpPA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12312021/24811.png"
"406.p.25189","2018","Harris Jr.","Chris","LAC","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/pOU9lP7IAh5xSRoa9pMNHA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12102021/25189.png"
"406.p.25147","2019","Addison","Mario","Hou","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/EYw7XDGrlxPeOyFJDGLcAg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09272021/25147.png"
"406.p.25029","2020","Smith","Malcolm","Cle","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jLwZpOUf.E5q5YEcfFwL4A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082020/25029.png"
